store_id,Gasolina Comum sum_quantity_in_litres_using_shell_box,Gasolina Comum sum_quantity_in_litres_not_using_shell_box,Gasolina Comum mean_price_per_litre,Gasolina Comum total_using_shell_box,Gasolina Comum total_not_using_shell_box,Etanol Comum sum_quantity_in_litres_using_shell_box,Etanol Comum sum_quantity_in_litres_not_using_shell_box,Etanol Comum mean_price_per_litre,Etanol Comum total_using_shell_box,Etanol Comum total_not_using_shell_box,Gasolina Aditivada sum_quantity_in_litres_using_shell_box,Gasolina Aditivada sum_quantity_in_litres_not_using_shell_box,Gasolina Aditivada mean_price_per_litre,Gasolina Aditivada total_using_shell_box,Gasolina Aditivada total_not_using_shell_box,Diesel Comum sum_quantity_in_litres_using_shell_box,Diesel Comum sum_quantity_in_litres_not_using_shell_box,Diesel Comum mean_price_per_litre,Diesel Comum total_using_shell_box,Diesel Comum total_not_using_shell_box,Diesel Aditivado sum_quantity_in_litres_using_shell_box,Diesel Aditivado sum_quantity_in_litres_not_using_shell_box,Diesel Aditivado mean_price_per_litre,Diesel Aditivado total_using_shell_box,Diesel Aditivado total_not_using_shell_box,Etanol Aditivado sum_quantity_in_litres_using_shell_box,Etanol Aditivado sum_quantity_in_litres_not_using_shell_box,Etanol Aditivado mean_price_per_litre,Etanol Aditivado total_using_shell_box,Etanol Aditivado total_not_using_shell_box,grocery_existence,shell_box_tokens,num_consumer_use_shell_box,num_consumers,num_consumer_shell_box_gas,num_consumer_shell_box_select,mean_fidelity_consumer,Gasolina Aditivada Racing sum_quantity_in_litres_using_shell_box,Gasolina Aditivada Racing sum_quantity_in_litres_not_using_shell_box,Gasolina Aditivada Racing mean_price_per_litre,Gasolina Aditivada Racing total_using_shell_box,Gasolina Aditivada Racing total_not_using_shell_box,Gas Natural Veicular sum_quantity_in_litres_using_shell_box,Gas Natural Veicular sum_quantity_in_litres_not_using_shell_box,Gas Natural Veicular mean_price_per_litre,Gas Natural Veicular total_using_shell_box,Gas Natural Veicular total_not_using_shell_box
1031130,13134.26,572122.9099999999,4.18250690196071,600.0,37650.0,31713.75,1334566.5199999998,2.676304416481424,1140.0,60289.0,8533.22,159936.9,4.283125586962483,354.0,10507.0,1770.05,71233.95,2.7709334191059165,63.0,3046.0,1610.4099999999999,109599.2,3.568747904577856,38.0,3064.0,19172.96,752098.76,2.6667233858195796,690.0,32779.0,1,2.0,687,891,889,3,2.945717732207479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027662,15990.8,745435.4299999999,3.9194970388765134,860.0,50303.0,66101.23000000001,2207348.5800000005,2.7714236309797964,2522.0,97093.0,25481.559999999998,330549.75,4.270893623557346,1006.0,21781.0,0.0,0.0,0.0,0.0,0.0,3944.5400000000004,360588.72,3.618123475609759,100.0,6460.0,0.0,0.0,0.0,0.0,0.0,1,0.0,836,1122,1122,0,2.379047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636800,13772.902,174569.303,4.126416341817381,563.0,12520.0,182313.55200000003,1371713.8900000001,2.634726331628579,5665.0,55482.0,11292.835,85185.30299999999,4.248734396149919,426.0,6223.0,0.0,0.0,0.0,0.0,0.0,1777.7570000000003,34327.019,3.46640640155192,42.0,989.0,41179.668,159724.74,2.7611031008765563,1226.0,6417.0,1,0.0,2376,2549,2547,2,1.7233704292527823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023206,8209.065999999999,488878.781,4.226562337969269,484.0,37703.0,33904.659,1302747.5659999999,2.7201197937394426,1283.0,56508.0,4771.283,137753.46699999998,4.3216652144003715,245.0,8477.0,0.0,0.0,0.0,0.0,0.0,1665.7890000000002,153582.372,3.6683898185246635,47.0,4196.0,0.0,0.0,0.0,0.0,0.0,1,1.0,685,913,912,1,3.380184331797235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024971,2225.9700000000003,369037.24,4.1858571996920935,148.0,35041.0,8211.810000000001,1707440.8399999999,2.7331003134797873,424.0,87301.0,829.2499999999999,114675.62,4.332638152563984,39.0,8600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43111.27,4.281536520584626,0.0,3012.0,1,0.0,232,319,318,1,3.893103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059090,68735.557,2116922.0280000004,4.036842625861717,3793.0,188799.0,288812.605,5965156.679,2.662513818195403,10874.0,298971.0,66309.078,892710.7099999998,4.166853962763943,3134.0,66855.0,64250.707,976292.7189999999,3.2825082850458593,598.0,19076.0,104246.122,1251372.738,3.146381191812139,1533.0,29294.0,95920.708,1567388.2270000002,2.768572838364799,3353.0,70214.0,1,0.0,2810,3586,3586,0,2.2097861119249926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95745,4739.14,221319.75,4.18078247190995,253.0,19772.0,30135.0,1587170.5999999999,2.8971692151997552,1234.0,88687.0,4474.92,288442.13999999996,4.306673711450936,263.0,27559.0,0.0,0.0,0.0,0.0,0.0,4848.5199999999995,275817.43,3.488403327596357,110.0,6862.0,0.0,0.0,0.0,0.0,0.0,1,2.0,669,850,846,6,3.3683559950556243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033291,6953.1,852453.8700000001,4.14464166233738,677.0,159122.0,29753.07,1512813.17,2.664621002819115,1567.0,131996.0,1786.5500000000002,218507.33999999997,4.192248713023034,145.0,38900.0,0.0,0.0,0.0,0.0,0.0,268.98,46471.28,3.4943974217310982,7.0,2708.0,6986.85,341616.12,2.786840869396378,363.0,30555.0,1,2.0,444,676,672,8,2.364667747163695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017895,10238.560000000001,418268.41,4.265185995902732,468.0,30780.0,34025.7,1284806.25,2.751002519005306,1355.0,65338.0,9216.970000000001,95225.76000000001,4.387062700964405,375.0,7089.0,0.0,0.0,0.0,0.0,0.0,1978.4900000000002,188588.63,3.743319311030004,46.0,5992.0,5017.29,95213.0,2.9026244315834058,145.0,4693.0,1,2.0,746,996,995,1,3.018987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606600,16084.953999999998,1999092.494,4.220603470160825,754.0,117396.0,36714.644,2795352.8579999995,2.9485330319762277,1442.0,123770.0,19902.553,1609151.9970000002,3.398878237431531,737.0,70500.0,0.0,1588904.772,3.362819738063316,0.0,19394.0,0.0,1564177.9689999998,3.462653217063537,0.0,21215.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1007,1215,1215,0,2.0377035132819192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023821,21050.203999999998,1627112.1430000002,4.023642920919628,894.0,83107.0,40865.939,2949559.5719999997,2.781702229781296,1612.0,120687.0,9262.092,387241.45700000005,4.495341991341466,340.0,18140.0,0.0,0.0,0.0,0.0,0.0,2194.462000000001,307326.56299999997,3.750169107227277,69.0,8399.0,6871.463,200787.10400000002,3.002049789889153,253.0,7600.0,1,1.0,1049,1316,1301,32,2.8435483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256951,16492.36,963233.4300000003,4.198688422365727,1207.0,95013.0,141934.37,4691326.279999999,2.653137347791314,5478.0,232196.0,20368.16,539391.17,4.356382851555817,979.0,44028.0,0.0,0.0,0.0,0.0,0.0,3475.1099999999997,857441.1399999999,3.6007240086950274,82.0,13259.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1370,1873,1873,0,2.487598647125141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036263,30429.55,1032822.2100000002,4.145265963468185,1815.0,97067.0,52624.25,1654605.4600000002,2.804696864002249,2410.0,95358.0,19395.24,294443.14,4.287628610785112,935.0,23748.0,0.0,0.0,0.0,0.0,0.0,5197.110000000001,271855.5,3.6289835055283164,110.0,5407.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1041,1456,1455,1,2.4353640416047546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047115,1009.949,1572957.6889999995,4.14819807271335,113.0,331023.0,8696.235,3320278.444,2.6751377464691606,623.0,353426.0,2242.315,461481.046,4.142587074780337,236.0,99213.0,44.132,304284.29000000004,3.1334965581395067,1.0,10749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,189,412,412,0,3.0816901408450703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023893,22039.18,1046900.7899999997,4.131007970955917,1327.0,83230.0,48264.76,1685098.82,2.796483997355669,2139.0,85659.0,15033.15,365767.02,4.281120775662408,846.0,27620.0,0.0,0.0,0.0,0.0,0.0,1705.11,542435.2,3.6187207840239193,42.0,10774.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1007,1398,1398,0,2.7236335642802154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103829,44311.219,1296147.322,4.1382946615360074,2244.0,75194.0,80335.46399999999,2315253.038,2.792972945934748,3529.0,107434.0,34247.242,438967.984,4.356711302951493,1651.0,28235.0,3925.6799999999994,97444.78499999999,3.5208470301057155,85.0,2373.0,2630.7980000000002,358536.356,3.6254327337216985,59.0,7835.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1882,2458,2457,1,2.4194659776055123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025124,39127.51,2167196.79,4.1518295945296755,2268.0,171629.0,176952.02,5718262.510000001,2.7619109913863737,7054.0,302725.0,64906.57,1358534.19,4.343196055499057,2983.0,91072.0,0.0,0.0,0.0,0.0,0.0,9414.25,685354.1099999999,3.540200616490811,210.0,19255.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2275,3098,3098,0,2.212401507365536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606650,28237.010000000002,1208847.81,4.108621847189299,1417.0,79820.0,63014.03,1657536.03,2.7587503039583177,2499.0,86329.0,31002.16,452667.27999999997,4.255121869901469,1215.0,26979.0,0.0,0.0,0.0,0.0,0.0,3559.35,248138.09999999998,3.5262525058355325,94.0,7189.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1047,1345,1345,0,2.7472698907956317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043917,47959.554000000004,3422942.713999999,3.950237647183393,2905.0,413073.0,113697.931,6082048.370999999,2.6526334155972546,5039.0,410306.0,20252.447999999997,698194.756,4.19028618851541,1081.0,73024.0,0.0,0.0,0.0,0.0,0.0,3995.096,413322.9689999999,3.4804258770273853,96.0,13159.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1495,2227,2227,0,2.48661800486618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023208,2174.5600000000004,314846.88,4.253449259815149,216.0,23089.0,15971.66,1219612.71,2.7150559199681545,637.0,53941.0,3775.58,239243.67999999996,4.359146223736725,190.0,13898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,284,387,387,0,3.4154727793696273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031596,5483.263000000001,445671.52100000007,3.90147200121822,316.0,39150.0,15364.72,735899.4940000001,2.6047193805256676,580.0,40358.0,3302.334,105334.595,3.944368702034836,148.0,8843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.9199999999998,75235.82699999999,2.64734773609315,73.0,3792.0,1,0.0,359,421,419,2,2.7942583732057416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150401,0.0,1015274.77,4.222088458885912,0.0,97209.0,73608.45999999999,2645557.09,2.7365109310659963,3581.0,144529.0,25130.239999999998,615875.8800000001,4.461459279930706,1809.0,59463.0,0.0,0.0,0.0,0.0,0.0,0.0,320988.03,3.702133565621187,0.0,7749.0,18959.38,649829.8500000001,2.8784792480025256,715.0,32583.0,1,2.0,1446,2125,2119,25,2.637519064565328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023884,6951.173000000001,642873.3700000001,4.21697381197905,456.0,39295.0,34189.83899999999,2053741.9810000004,2.6677816861046253,1423.0,84064.0,1620.0299999999997,57112.169,4.438666426513007,92.0,4072.0,0.0,1022061.5530000001,3.6244548784060697,0.0,13652.0,0.0,531362.552,3.5416635401635546,0.0,8316.0,9874.724000000002,239722.71000000002,2.653630380235411,347.0,10015.0,1,0.0,667,884,884,0,2.9716646989374262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574686,56500.82000000001,1751605.75,4.080672051121932,2945.0,123654.0,170523.71,3958328.78,2.7382302072018927,7121.0,203928.0,94238.62,1325955.23,4.212590872198995,4118.0,91984.0,0.0,0.0,0.0,0.0,0.0,7924.589999999999,413418.51999999996,3.4819543128315003,188.0,10559.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2938,3893,3893,0,2.4090163934426227,37366.39,255369.63,4.943098765432254,1371.0,16854.0,0.0,0.0,0.0,0.0,0.0
1036091,1384.3000000000002,746860.3399999999,4.25588523006722,184.0,165504.0,7535.67,1356841.4379999996,2.7407666790396097,497.0,144985.0,1383.232,255576.397,4.3188592291988455,133.0,43484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,171,303,303,0,2.6335616438356166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037842,77047.638,3232600.740999999,3.90424936930122,5140.0,396401.0,179389.344,5447072.906999999,2.6841935244350363,8205.0,383792.0,29986.402,891021.9500000001,4.134769408943568,1850.0,94858.0,0.0,0.0,0.0,0.0,0.0,3328.3939999999993,355501.40699999995,3.4393662042036572,102.0,11935.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2628,3811,3810,1,2.2361425339366514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030574,8073.42,988918.34,4.293081752236402,654.0,132798.0,32874.31,2873590.37,2.7505312667278075,1521.0,181581.0,5223.3099999999995,264904.57,4.41331693947966,328.0,26308.0,412.53999999999996,107214.56,3.02012865002122,13.0,4713.0,1162.14,361416.79,3.6600214613570654,27.0,8034.0,1644.3700000000003,10663.57,3.0926046176046125,39.0,654.0,1,0.0,574,906,906,0,2.710109622411693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023970,6302.958999999999,207688.71,4.13904926108366,359.0,15881.0,10161.773,378420.44600000005,2.818093394479741,502.0,22176.0,5006.428,83679.69,4.324478307733807,232.0,7190.0,0.0,0.0,0.0,0.0,0.0,496.545,43648.295000000006,3.558813874788488,16.0,1166.0,4345.127,67696.152,3.0041607445009673,198.0,3348.0,1,0.0,443,586,586,0,2.918825561312608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023989,12886.56,1192735.74,4.242566652288245,609.0,92111.0,85891.99,4650890.590000001,2.7458472006379413,3246.0,231022.0,18084.44,784806.7599999999,4.360657058364816,818.0,59373.0,0.0,0.0,0.0,0.0,0.0,2776.73,414441.12,3.684902174847778,68.0,11565.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1387,1779,1778,1,2.7938084112149535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037065,2739.83,565523.93,4.072913227154335,155.0,47187.0,38621.130000000005,4250858.17,2.597583679992707,1555.0,193641.0,5950.450000000001,379347.27999999997,4.162407936161102,254.0,31827.0,0.0,0.0,0.0,0.0,0.0,0.0,238013.33899999998,3.675945635010197,0.0,4433.0,0.0,0.0,0.0,0.0,0.0,1,0.0,355,508,508,0,2.9328703703703702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257605,1994.26,238385.2,4.416971330632884,74.0,9553.0,3478.5999999999995,830748.11,2.7911726503123133,125.0,32241.0,0.0,179173.85000000003,4.320607435757496,0.0,10974.0,44.24,279197.81000000006,3.3808221323900858,7.0,3951.0,306.58000000000004,847366.8,3.6020231304737638,8.0,8898.0,0.0,0.0,0.0,0.0,0.0,1,0.0,137,159,159,0,1.868421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025840,9847.03,1061924.21,4.349729891035812,553.0,72499.0,35206.770000000004,2618389.43,2.827613509238953,1465.0,130119.0,9380.45,276861.67,4.540047128478411,344.0,16546.0,0.0,0.0,0.0,0.0,0.0,2119.37,234427.97999999998,3.7264297989874233,50.0,6467.0,4794.0999999999985,327173.18000000005,2.943149880173798,182.0,15257.0,1,2.0,793,1039,1038,1,2.702845100105374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060900,9227.42,458734.13999999996,3.985903427663765,490.0,42338.0,20864.29,951643.9500000001,2.674555475736225,800.0,54882.0,8160.629999999999,128440.68,4.0796948240891115,374.0,10967.0,5869.082,273299.496,3.2936423135464685,88.0,3854.0,7357.029,210789.278,3.327462241169364,91.0,3193.0,0.0,0.0,0.0,0.0,0.0,1,0.0,524,643,642,1,2.7401574803149606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037843,1091.2120000000002,288061.29699999996,3.956660048189981,67.0,32720.0,3012.7069999999994,524067.54000000004,2.6849002045921453,119.0,35073.0,1051.408,101532.24399999998,4.153174210420567,80.0,9862.0,0.0,0.0,0.0,0.0,0.0,135.619,72427.432,3.4116968004063337,3.0,1966.0,0.0,0.0,0.0,0.0,0.0,0,0.0,95,107,107,0,3.2395833333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
